[2026-05-30 03:58:53 UTC] CPU: 4.6% | RAM: 0/7,488 MB | Disk: 165/475 GB
[2026-05-31 02:48:42 UTC] CPU: 6.7% | RAM: 7,118/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:48:45 UTC] CPU: 14.7% | RAM: 7,110/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:48:48 UTC] CPU: -3.0% | RAM: 7,185/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:48:52 UTC] CPU: 2.7% | RAM: 7,247/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:48:58 UTC] CPU: 15.7% | RAM: 7,258/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:48:59 UTC] CPU: 22.4% | RAM: 7,316/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:49:04 UTC] CPU: -4.4% | RAM: 6,909/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:49:05 UTC] CPU: 27.4% | RAM: 6,896/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:49:11 UTC] CPU: 5.0% | RAM: 6,948/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:49:12 UTC] CPU: 6.9% | RAM: 6,953/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:49:18 UTC] CPU: 24.6% | RAM: 6,979/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:49:18 UTC] CPU: 28.7% | RAM: 6,994/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:49:25 UTC] CPU: 8.4% | RAM: 6,998/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:49:25 UTC] CPU: 6.8% | RAM: 6,998/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:49:32 UTC] CPU: 21.2% | RAM: 6,996/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:49:32 UTC] CPU: 20.7% | RAM: 6,996/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:49:38 UTC] CPU: 3.3% | RAM: 6,840/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:49:38 UTC] CPU: 2.3% | RAM: 6,839/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:49:45 UTC] CPU: 27.1% | RAM: 6,837/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:49:45 UTC] CPU: 20.1% | RAM: 6,835/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:49:51 UTC] CPU: 10.3% | RAM: 6,849/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:49:51 UTC] CPU: 12.3% | RAM: 6,848/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:49:58 UTC] CPU: 10.4% | RAM: 6,795/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:49:58 UTC] CPU: 8.2% | RAM: 6,794/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:50:05 UTC] CPU: 7.1% | RAM: 6,745/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:50:05 UTC] CPU: 2.7% | RAM: 6,744/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:50:12 UTC] CPU: -5.2% | RAM: 6,791/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:50:12 UTC] CPU: -4.9% | RAM: 6,788/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:50:19 UTC] CPU: 6.6% | RAM: 6,786/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:50:19 UTC] CPU: 5.1% | RAM: 6,783/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:50:25 UTC] CPU: 22.2% | RAM: 6,927/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:50:25 UTC] CPU: 20.1% | RAM: 6,924/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:50:32 UTC] CPU: 14.1% | RAM: 7,159/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:50:40 UTC] CPU: 33.6% | RAM: 6,605/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:50:40 UTC] CPU: 31.4% | RAM: 6,606/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:50:47 UTC] CPU: 5.3% | RAM: 6,602/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:50:47 UTC] CPU: 4.0% | RAM: 6,601/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:50:53 UTC] CPU: 22.2% | RAM: 6,653/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:50:53 UTC] CPU: 21.6% | RAM: 6,653/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:51:00 UTC] CPU: 16.7% | RAM: 6,541/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:51:00 UTC] CPU: 15.1% | RAM: 6,539/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:51:07 UTC] CPU: 25.0% | RAM: 6,724/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:51:07 UTC] CPU: 23.4% | RAM: 6,724/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:51:13 UTC] CPU: 15.9% | RAM: 6,752/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:51:13 UTC] CPU: 17.0% | RAM: 6,751/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:51:21 UTC] CPU: 32.1% | RAM: 6,786/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:51:21 UTC] CPU: 15.8% | RAM: 6,803/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:51:28 UTC] CPU: 5.0% | RAM: 6,810/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:51:27 UTC] CPU: 3.1% | RAM: 6,814/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:51:34 UTC] CPU: 9.8% | RAM: 6,819/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:51:34 UTC] CPU: 6.1% | RAM: 6,817/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:51:41 UTC] CPU: 3.9% | RAM: 6,824/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:51:41 UTC] CPU: 3.6% | RAM: 6,824/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:51:47 UTC] CPU: 30.4% | RAM: 6,830/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:51:47 UTC] CPU: 27.0% | RAM: 6,830/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:51:54 UTC] CPU: 10.4% | RAM: 6,565/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:51:54 UTC] CPU: 10.5% | RAM: 6,563/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:52:00 UTC] CPU: 2.5% | RAM: 6,569/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:52:00 UTC] CPU: 1.3% | RAM: 6,569/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:52:07 UTC] CPU: 22.4% | RAM: 6,583/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:52:08 UTC] CPU: 3.9% | RAM: 6,580/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:52:14 UTC] CPU: 7.5% | RAM: 6,651/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:52:15 UTC] CPU: -0.8% | RAM: 6,652/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:52:21 UTC] CPU: 3.2% | RAM: 6,668/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:52:21 UTC] CPU: 1.3% | RAM: 6,679/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:52:27 UTC] CPU: 12.3% | RAM: 6,734/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:52:28 UTC] CPU: 22.7% | RAM: 6,768/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:52:34 UTC] CPU: 34.0% | RAM: 7,051/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:52:34 UTC] CPU: 24.6% | RAM: 7,031/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:52:41 UTC] CPU: 23.7% | RAM: 6,797/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:52:42 UTC] CPU: 29.1% | RAM: 6,805/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:52:48 UTC] CPU: 25.2% | RAM: 6,972/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:52:48 UTC] CPU: 20.3% | RAM: 6,972/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:52:55 UTC] CPU: 26.9% | RAM: 6,961/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:52:55 UTC] CPU: 26.4% | RAM: 6,955/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:53:01 UTC] CPU: 18.6% | RAM: 6,972/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:53:01 UTC] CPU: 18.3% | RAM: 6,972/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:53:08 UTC] CPU: 13.9% | RAM: 6,789/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:53:08 UTC] CPU: 12.9% | RAM: 6,785/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:53:14 UTC] CPU: 25.3% | RAM: 6,948/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:53:14 UTC] CPU: 23.7% | RAM: 6,950/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:53:22 UTC] CPU: 11.3% | RAM: 6,958/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:53:22 UTC] CPU: 18.8% | RAM: 6,958/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:53:32 UTC] CPU: 10.2% | RAM: 7,136/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:53:32 UTC] CPU: 8.8% | RAM: 7,138/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:53:39 UTC] CPU: 8.2% | RAM: 6,679/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:53:39 UTC] CPU: 8.4% | RAM: 6,674/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:53:46 UTC] CPU: 6.1% | RAM: 6,698/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:53:46 UTC] CPU: 8.3% | RAM: 6,696/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:53:52 UTC] CPU: 4.3% | RAM: 6,731/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:53:52 UTC] CPU: 4.3% | RAM: 6,727/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:53:59 UTC] CPU: 25.3% | RAM: 6,898/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:53:59 UTC] CPU: 21.6% | RAM: 6,897/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:54:05 UTC] CPU: 6.9% | RAM: 6,794/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:54:05 UTC] CPU: 6.9% | RAM: 6,792/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:54:12 UTC] CPU: 3.4% | RAM: 6,728/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:54:12 UTC] CPU: 3.4% | RAM: 6,729/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:54:19 UTC] CPU: 2.3% | RAM: 6,724/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:54:19 UTC] CPU: 4.0% | RAM: 6,724/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:54:25 UTC] CPU: 3.0% | RAM: 6,779/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:54:25 UTC] CPU: 2.3% | RAM: 6,778/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:54:41 UTC] CPU: 7.6% | RAM: 6,673/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:54:41 UTC] CPU: 7.6% | RAM: 6,673/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:54:52 UTC] CPU: 5.8% | RAM: 6,726/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:54:52 UTC] CPU: 5.8% | RAM: 6,726/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:54:59 UTC] CPU: 14.8% | RAM: 6,724/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:54:59 UTC] CPU: 14.8% | RAM: 6,724/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:55:06 UTC] CPU: 22.0% | RAM: 6,909/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:55:06 UTC] CPU: 20.6% | RAM: 6,923/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:55:13 UTC] CPU: 19.8% | RAM: 6,993/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:55:13 UTC] CPU: 19.8% | RAM: 7,004/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:55:21 UTC] CPU: 6.6% | RAM: 7,075/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:55:21 UTC] CPU: 6.6% | RAM: 7,075/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:55:27 UTC] CPU: 17.9% | RAM: 6,816/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:55:27 UTC] CPU: 17.8% | RAM: 6,813/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:55:34 UTC] CPU: 32.9% | RAM: 6,841/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:55:34 UTC] CPU: 29.6% | RAM: 6,840/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:55:41 UTC] CPU: 9.9% | RAM: 6,724/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:55:41 UTC] CPU: 9.9% | RAM: 6,720/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:55:56 UTC] CPU: 13.1% | RAM: 6,623/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:55:56 UTC] CPU: 13.8% | RAM: 6,625/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:56:12 UTC] CPU: 15.5% | RAM: 6,786/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:56:12 UTC] CPU: 14.6% | RAM: 6,784/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:56:21 UTC] CPU: 12.4% | RAM: 6,783/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:56:21 UTC] CPU: 11.8% | RAM: 6,783/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:56:37 UTC] CPU: 10.3% | RAM: 6,916/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:56:37 UTC] CPU: 8.1% | RAM: 6,915/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:56:50 UTC] CPU: 14.1% | RAM: 7,052/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:56:50 UTC] CPU: 13.9% | RAM: 7,052/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:56:59 UTC] CPU: 20.4% | RAM: 7,244/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:56:59 UTC] CPU: 18.9% | RAM: 7,239/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:57:06 UTC] CPU: 27.6% | RAM: 7,227/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:57:06 UTC] CPU: 27.8% | RAM: 7,221/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:57:13 UTC] CPU: 3.7% | RAM: 7,355/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:57:14 UTC] CPU: 17.8% | RAM: 7,351/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:57:20 UTC] CPU: 18.3% | RAM: 7,144/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:57:20 UTC] CPU: 3.8% | RAM: 7,131/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:57:29 UTC] CPU: 26.7% | RAM: 7,081/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:57:30 UTC] CPU: 10.8% | RAM: 7,094/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:57:36 UTC] CPU: 17.4% | RAM: 7,303/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:57:36 UTC] CPU: 30.1% | RAM: 7,266/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:57:42 UTC] CPU: 33.3% | RAM: 7,057/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:57:43 UTC] CPU: 19.7% | RAM: 7,124/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:57:49 UTC] CPU: 6.2% | RAM: 7,140/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:57:50 UTC] CPU: 8.0% | RAM: 7,167/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:57:55 UTC] CPU: 9.1% | RAM: 7,156/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:57:56 UTC] CPU: 22.0% | RAM: 7,163/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:58:02 UTC] CPU: 18.1% | RAM: 6,792/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:58:03 UTC] CPU: 20.6% | RAM: 6,793/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:58:08 UTC] CPU: 19.1% | RAM: 6,716/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:58:09 UTC] CPU: 22.6% | RAM: 6,717/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:58:15 UTC] CPU: 5.7% | RAM: 6,718/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:58:16 UTC] CPU: 18.4% | RAM: 6,736/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:58:22 UTC] CPU: 1.6% | RAM: 6,855/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:58:23 UTC] CPU: 4.6% | RAM: 6,861/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:58:33 UTC] CPU: 8.5% | RAM: 7,025/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:58:37 UTC] CPU: 15.8% | RAM: 6,885/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:58:40 UTC] CPU: 1.3% | RAM: 6,861/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:58:44 UTC] CPU: 21.4% | RAM: 6,989/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:58:46 UTC] CPU: 0.9% | RAM: 6,993/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:58:50 UTC] CPU: 10.9% | RAM: 7,002/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:58:53 UTC] CPU: 3.2% | RAM: 6,997/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:58:57 UTC] CPU: 2.3% | RAM: 7,003/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:58:59 UTC] CPU: 24.6% | RAM: 7,041/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:59:04 UTC] CPU: 2.3% | RAM: 7,092/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:59:06 UTC] CPU: 6.8% | RAM: 7,112/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:59:11 UTC] CPU: 1.7% | RAM: 7,095/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:59:13 UTC] CPU: 31.1% | RAM: 7,095/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:59:17 UTC] CPU: 2.5% | RAM: 7,072/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:59:19 UTC] CPU: 24.8% | RAM: 7,079/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:59:24 UTC] CPU: 32.5% | RAM: 7,095/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:59:26 UTC] CPU: 1.2% | RAM: 7,109/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:59:31 UTC] CPU: 4.4% | RAM: 7,172/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:59:33 UTC] CPU: 9.5% | RAM: 7,170/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:59:37 UTC] CPU: 6.6% | RAM: 7,166/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:59:40 UTC] CPU: 35.1% | RAM: 7,163/7,860 MB | Disk: 248/375 GB
[2026-05-31 02:59:44 UTC] CPU: 1.0% | RAM: 7,006/7,860 MB | Disk: 248/375 GB
[2026-05-31 03:08:16 UTC] CPU: 20.1% | Private RAM: 15,922/7,860 MB | Disk: 254,574/384,116 MB
[2026-05-31 03:08:23 UTC] CPU: 2.5% | Private RAM: 15,949/7,860 MB | Disk: 254,573/384,116 MB
[2026-05-31 03:08:29 UTC] CPU: 8.8% | Private RAM: 15,988/7,860 MB | Disk: 254,573/384,116 MB
[2026-05-31 03:08:36 UTC] CPU: 41.0% | Private RAM: 15,972/7,860 MB | Disk: 254,574/384,116 MB
[2026-05-31 03:08:43 UTC] CPU: 19.3% | Private RAM: 16,012/7,860 MB | Disk: 254,574/384,116 MB
